Order_ID,Order_Date,Region,Country,Product,Category,Customer_Type,Quantity,Unit_Price,Revenue,Material_Cost,Shipping_Cost,Operational_Cost,Total_Cost,Profit,Margin,Quarter
ORD007118,2024-09-10,Asia,Japan,Mouse,Accessories,Wholesale,23,1907,43861,18966.67,3382.92,4919.78,27269.37,16591.63,37.83,3
ORD007119,2024-08-09,South America,Argentina,Printer,Office,Retail,14,1125,15750,5600.75,595.68,1695.44,7891.87,7858.13,49.89,3
ORD007120,2024-12-31,Africa,Kenya,Smartphone,Mobile,Retail,9,2464,22176,10890.77,1568.36,2300.87,14760.0,7416.0,33.44,4
ORD007121,2024-08-17,Asia,China,Monitor,Accessories,Retail,15,1843,27645,11173.47,1821.52,2567.41,15562.4,12082.6,43.71,3
ORD007122,2024-02-19,North America,Mexico,Desktop,Computers,Retail,19,1473,27987,14935.49,1508.95,3819.32,20263.76,7723.24,27.6,1
ORD007123,2024-10-14,Asia,Japan,Headphones,Audio,Retail,16,131,2096,826.28,87.93,184.68,1098.89,997.11,47.57,4
ORD007124,2024-07-20,South America,Argentina,Laptop,Computers,Wholesale,7,1097,7679,3681.88,550.95,635.97,4868.8,2810.2,36.6,3
ORD007125,2024-06-17,Europe,Netherlands,Headphones,Audio,Retail,18,1658,29844,10788.65,1743.86,3828.4,16360.91,13483.09,45.18,2
ORD007126,2024-06-06,Middle East,Qatar,Smartwatch,Wearables,Wholesale,14,2422,33908,12454.12,1089.99,3173.82,16717.93,17190.07,50.7,2
ORD007127,2024-10-04,Middle East,Saudi Arabia,Keyboard,Accessories,Wholesale,7,2354,16478,8050.17,1123.77,2394.69,11568.63,4909.37,29.79,4
ORD007128,2024-01-29,North America,Canada,Desktop,Computers,Wholesale,3,1702,5106,2201.47,317.16,649.84,3168.47,1937.53,37.95,1
ORD007129,2024-04-13,Europe,Spain,Tablet,Mobile,Wholesale,10,2235,22350,9384.53,1311.29,2444.09,13139.91,9210.09,41.21,2
ORD007130,2024-11-18,Europe,Italy,Headphones,Audio,Retail,17,2381,40477,21597.7,1850.78,5086.92,28535.4,11941.6,29.5,4
ORD007131,2024-05-14,Africa,Kenya,Headphones,Audio,Wholesale,12,2250,27000,13275.44,1151.67,3522.34,17949.45,9050.55,33.52,2
ORD007132,2024-01-28,Asia,China,Smartwatch,Wearables,Retail,17,1963,33371,12124.66,1360.71,4071.18,17556.55,15814.45,47.39,1
ORD007133,2024-03-13,South America,Brazil,Keyboard,Accessories,Wholesale,25,1157,28925,14093.84,1354.63,4170.05,19618.52,9306.48,32.17,1
ORD007134,2024-11-12,Europe,Italy,Printer,Office,Retail,21,334,7014,3803.74,417.84,855.93,5077.51,1936.49,27.61,4
ORD007135,2024-03-08,South America,Brazil,Monitor,Accessories,Wholesale,22,1903,41866,20012.64,1612.75,4213.99,25839.38,16026.62,38.28,1
ORD007136,2024-11-23,South America,Argentina,Tablet,Mobile,Wholesale,7,272,1904,803.0,70.28,274.49,1147.77,756.23,39.72,4
ORD007137,2024-07-29,Asia,Singapore,Smartwatch,Wearables,Wholesale,8,445,3560,1939.08,149.94,472.74,2561.76,998.24,28.04,3
ORD007138,2024-04-11,Middle East,Saudi Arabia,Mouse,Accessories,Retail,13,2419,31447,15812.04,1467.67,2603.04,19882.75,11564.25,36.77,2
ORD007139,2024-11-19,Europe,Germany,Keyboard,Accessories,Retail,23,1072,24656,9963.34,886.96,3437.31,14287.61,10368.39,42.05,4
ORD007140,2024-03-19,Middle East,UAE,Tablet,Mobile,Wholesale,13,834,10842,4063.08,454.61,1485.8,6003.49,4838.51,44.63,1
ORD007141,2024-05-02,North America,Canada,Desktop,Computers,Retail,1,1401,1401,626.92,85.25,192.51,904.68,496.32,35.43,2
ORD007142,2024-04-22,Africa,Kenya,Mouse,Accessories,Retail,13,2145,27885,10802.38,1688.91,3727.01,16218.3,11666.7,41.84,2
ORD007143,2024-12-07,Africa,Kenya,Printer,Office,Retail,5,1113,5565,2359.61,253.11,713.05,3325.77,2239.23,40.24,4
ORD007144,2024-04-29,Europe,Germany,Printer,Office,Wholesale,21,2474,51954,25476.17,2799.35,4210.92,32486.44,19467.56,37.47,2
ORD007145,2024-12-10,Middle East,Saudi Arabia,Laptop,Computers,Wholesale,15,1333,19995,8053.54,1244.06,2051.54,11349.14,8645.86,43.24,4
ORD007146,2024-10-27,Asia,China,Keyboard,Accessories,Wholesale,3,1744,5232,2564.74,186.52,733.77,3485.03,1746.97,33.39,4
ORD007147,2024-11-28,Africa,Egypt,Tablet,Mobile,Retail,13,157,2041,880.81,158.98,165.75,1205.54,835.46,40.93,4
ORD007148,2024-12-22,Africa,South Africa,Tablet,Mobile,Retail,7,364,2548,983.44,79.18,362.66,1425.28,1122.72,44.06,4
ORD007149,2024-09-11,Asia,Singapore,Headphones,Audio,Wholesale,15,1017,15255,8385.15,487.61,1312.61,10185.37,5069.63,33.23,3
ORD007150,2024-10-31,Europe,France,Keyboard,Accessories,Retail,7,1193,8351,4542.27,268.85,753.31,5564.43,2786.57,33.37,4
ORD007151,2024-11-08,North America,Mexico,Headphones,Audio,Retail,9,639,5751,2348.54,444.01,592.97,3385.52,2365.48,41.13,4
ORD007152,2024-02-21,Africa,South Africa,Mouse,Accessories,Retail,19,735,13965,5091.53,464.47,1422.63,6978.63,6986.37,50.03,1
ORD007153,2024-05-06,Africa,Egypt,Printer,Office,Wholesale,17,1929,32793,13010.36,2578.81,4329.73,19918.9,12874.1,39.26,2
ORD007154,2024-05-15,South America,Argentina,Printer,Office,Wholesale,24,1715,41160,18776.93,2502.0,3449.7,24728.63,16431.37,39.92,2
ORD007155,2024-01-14,Africa,Egypt,Tablet,Mobile,Wholesale,1,1063,1063,563.52,82.77,144.2,790.49,272.51,25.64,1
ORD007156,2024-05-28,South America,Argentina,Tablet,Mobile,Wholesale,1,2229,2229,1011.17,85.49,283.23,1379.89,849.11,38.09,2
ORD007157,2024-01-16,North America,Canada,Keyboard,Accessories,Wholesale,9,750,6750,3115.81,326.44,781.86,4224.11,2525.89,37.42,1
ORD007158,2024-09-02,Africa,Egypt,Smartphone,Mobile,Retail,2,2461,4922,1985.05,358.67,409.19,2752.91,2169.09,44.07,3
ORD007159,2024-05-24,Africa,Egypt,Smartwatch,Wearables,Wholesale,24,2172,52128,24396.58,2169.54,7371.0,33937.12,18190.88,34.9,2
ORD007160,2024-09-23,South America,Brazil,Headphones,Audio,Retail,25,1999,49975,21165.54,3285.37,4767.94,29218.85,20756.15,41.53,3
ORD007161,2024-10-20,Asia,China,Mouse,Accessories,Wholesale,25,1815,45375,22991.49,3532.15,6367.11,32890.75,12484.25,27.51,4
ORD007162,2024-12-26,North America,USA,Printer,Office,Retail,19,2188,41572,16542.92,3284.91,5508.95,25336.78,16235.22,39.05,4
ORD007163,2024-06-20,North America,Mexico,Headphones,Audio,Wholesale,21,887,18627,9059.77,760.18,2486.21,12306.16,6320.84,33.93,2
ORD007164,2024-11-26,Europe,Italy,Tablet,Mobile,Wholesale,8,1111,8888,3899.55,673.3,760.52,5333.37,3554.63,39.99,4
ORD007165,2024-12-18,South America,Argentina,Headphones,Audio,Retail,9,1898,17082,8205.93,1198.67,2029.11,11433.71,5648.29,33.07,4
ORD007166,2024-06-25,Africa,Kenya,Monitor,Accessories,Wholesale,12,617,7404,3458.77,359.33,688.92,4507.02,2896.98,39.13,2
ORD007167,2024-05-14,Middle East,UAE,Monitor,Accessories,Retail,18,1915,34470,13849.33,2019.62,2990.96,18859.91,15610.09,45.29,2
ORD007168,2024-09-16,Middle East,UAE,Desktop,Computers,Retail,12,2215,26580,14027.95,1314.18,3094.94,18437.07,8142.93,30.64,3
ORD007169,2024-11-03,Africa,Egypt,Mouse,Accessories,Retail,18,1225,22050,11446.63,1085.05,2895.72,15427.4,6622.6,30.03,4
ORD007170,2024-02-02,North America,USA,Printer,Office,Wholesale,25,1358,33950,18433.8,2327.45,4419.47,25180.72,8769.28,25.83,1
ORD007171,2024-01-16,North America,Canada,Mouse,Accessories,Retail,5,1765,8825,4684.93,637.11,967.22,6289.26,2535.74,28.73,1
ORD007172,2024-01-17,Asia,China,Printer,Office,Wholesale,11,1033,11363,4738.86,654.31,1242.39,6635.56,4727.44,41.6,1
ORD007173,2024-08-23,Asia,Singapore,Laptop,Computers,Retail,5,475,2375,884.08,151.57,217.66,1253.31,1121.69,47.23,3
ORD007174,2024-06-13,Middle East,Saudi Arabia,Desktop,Computers,Wholesale,9,2056,18504,8738.57,1440.19,2591.24,12770.0,5734.0,30.99,2
ORD007175,2024-06-01,North America,Mexico,Desktop,Computers,Wholesale,3,1763,5289,2393.48,341.28,601.15,3335.91,1953.09,36.93,2
ORD007176,2024-08-02,Asia,India,Headphones,Audio,Retail,8,2066,16528,6147.1,804.68,1806.76,8758.54,7769.46,47.01,3
ORD007177,2024-03-25,Asia,Japan,Smartwatch,Wearables,Retail,9,1905,17145,8428.84,724.8,2480.51,11634.15,5510.85,32.14,1
ORD007178,2024-04-03,Asia,China,Tablet,Mobile,Wholesale,11,2293,25223,12578.41,1662.46,2199.03,16439.9,8783.1,34.82,2
ORD007179,2024-03-09,North America,Mexico,Mouse,Accessories,Wholesale,3,2142,6426,2722.46,231.02,815.36,3768.84,2657.16,41.35,1
ORD007180,2024-08-14,South America,Argentina,Desktop,Computers,Wholesale,7,556,3892,1897.65,236.53,365.4,2499.58,1392.42,35.78,3
ORD007181,2024-01-26,Middle East,Saudi Arabia,Smartphone,Mobile,Wholesale,17,1695,28815,15159.49,1024.79,3350.98,19535.26,9279.74,32.2,1
ORD007182,2024-10-20,Europe,Netherlands,Smartphone,Mobile,Retail,22,1228,27016,13631.49,2081.25,3455.32,19168.06,7847.94,29.05,4
ORD007183,2024-01-19,Asia,Singapore,Laptop,Computers,Retail,11,2354,25894,13711.21,1478.78,3098.48,18288.47,7605.53,29.37,1
ORD007184,2024-05-24,Africa,Kenya,Tablet,Mobile,Wholesale,21,1330,27930,10114.98,2132.75,3745.92,15993.65,11936.35,42.74,2
ORD007185,2024-06-10,Middle East,Saudi Arabia,Smartphone,Mobile,Retail,10,1564,15640,7440.05,1191.45,1447.37,10078.87,5561.13,35.56,2
ORD007186,2024-09-10,South America,Argentina,Keyboard,Accessories,Wholesale,15,1373,20595,8145.35,1154.07,2237.23,11536.65,9058.35,43.98,3
ORD007187,2024-09-21,Europe,Italy,Keyboard,Accessories,Retail,25,612,15300,7412.69,2383.7,2278.97,12075.36,3224.64,21.08,3
ORD007188,2024-04-12,Africa,South Africa,Printer,Office,Retail,7,789,5523,2997.53,347.61,766.36,4111.5,1411.5,25.56,2
ORD007189,2024-09-23,Europe,Netherlands,Monitor,Accessories,Wholesale,10,2382,23820,11055.14,1729.71,3514.67,16299.52,7520.48,31.57,3
ORD007190,2024-01-13,Middle East,Saudi Arabia,Smartphone,Mobile,Wholesale,8,1540,12320,5815.5,436.84,1808.79,8061.13,4258.87,34.57,1
ORD007191,2024-02-17,North America,Canada,Headphones,Audio,Wholesale,9,1210,10890,5361.2,777.0,995.59,7133.79,3756.21,34.49,1
ORD007192,2024-08-09,Europe,France,Laptop,Computers,Wholesale,5,2171,10855,4770.46,758.93,1305.22,6834.61,4020.39,37.04,3
ORD007193,2024-07-11,Asia,China,Mouse,Accessories,Wholesale,5,349,1745,830.03,120.9,246.06,1196.99,548.01,31.4,3
ORD007194,2024-06-29,South America,Brazil,Monitor,Accessories,Wholesale,8,1968,15744,6816.66,593.0,1931.3,9340.96,6403.04,40.67,2
ORD007195,2024-03-20,Africa,South Africa,Mouse,Accessories,Wholesale,12,1146,13752,5822.83,697.61,1718.91,8239.35,5512.65,40.09,1
ORD007196,2024-11-22,South America,Argentina,Laptop,Computers,Retail,15,276,4140,1813.19,138.09,346.0,2297.28,1842.72,44.51,4
ORD007197,2024-07-10,Africa,Egypt,Printer,Office,Wholesale,8,2159,17272,9086.44,1340.42,1537.89,11964.75,5307.25,30.73,3
ORD007198,2024-06-24,Africa,Egypt,Headphones,Audio,Wholesale,23,923,21229,9378.69,1672.18,2405.04,13455.91,7773.09,36.62,2
ORD007199,2024-02-06,Africa,Kenya,Headphones,Audio,Wholesale,23,1732,39836,18864.38,2565.68,5188.59,26618.65,13217.35,33.18,1
ORD007200,2024-08-29,Middle East,UAE,Headphones,Audio,Wholesale,11,2148,23628,11867.41,1133.46,2865.39,15866.26,7761.74,32.85,3
ORD007201,2024-03-02,Middle East,Qatar,Mouse,Accessories,Retail,8,921,7368,3266.23,319.52,849.1,4434.85,2933.15,39.81,1
ORD007202,2024-08-25,Europe,Netherlands,Keyboard,Accessories,Wholesale,3,1491,4473,2333.14,780.74,632.68,3746.56,726.44,16.24,3
ORD007203,2024-02-24,Europe,Germany,Laptop,Computers,Wholesale,16,366,5856,2973.49,396.74,486.75,3856.98,1999.02,34.14,1
ORD007204,2024-12-01,North America,Canada,Headphones,Audio,Wholesale,19,237,4503,2305.52,178.7,500.26,2984.48,1518.52,33.72,4
ORD007205,2024-01-03,Middle East,Saudi Arabia,Desktop,Computers,Wholesale,14,920,12880,6025.45,421.22,1742.92,8189.59,4690.41,36.42,1
ORD007206,2024-08-23,Africa,Egypt,Smartphone,Mobile,Retail,16,2153,34448,13394.04,2730.69,3777.18,19901.91,14546.09,42.23,3
ORD007207,2024-05-01,Europe,Italy,Printer,Office,Retail,3,676,2028,869.51,62.67,214.79,1146.97,881.03,43.44,2
ORD007208,2024-07-27,Africa,Kenya,Smartphone,Mobile,Retail,13,1668,21684,10139.41,1620.54,2323.24,14083.19,7600.81,35.05,3
ORD007209,2024-01-27,Europe,France,Monitor,Accessories,Retail,4,1110,4440,2189.24,315.06,491.06,2995.36,1444.64,32.54,1
ORD007210,2024-01-16,Asia,Singapore,Smartphone,Mobile,Retail,3,2336,7008,2477.8,252.17,752.27,3482.24,3525.76,50.31,1
ORD007211,2024-09-23,Middle East,Saudi Arabia,Tablet,Mobile,Wholesale,19,362,6878,2671.22,326.41,793.17,3790.8,3087.2,44.89,3
ORD007212,2024-12-10,South America,Brazil,Printer,Office,Wholesale,15,2230,33450,17852.33,2444.63,3915.74,24212.7,9237.3,27.62,4
ORD007213,2024-03-13,North America,Canada,Smartwatch,Wearables,Retail,20,2212,44240,19893.52,1576.73,4209.86,25680.11,18559.89,41.95,1
ORD007214,2024-10-17,Europe,Spain,Smartphone,Mobile,Retail,25,612,15300,7049.12,579.68,2040.41,9669.21,5630.79,36.8,4
ORD007215,2024-11-12,Asia,Singapore,Keyboard,Accessories,Wholesale,3,913,2739,1441.69,146.85,290.53,1879.07,859.93,31.4,4
ORD007216,2024-06-12,North America,Canada,Laptop,Computers,Wholesale,23,1297,29831,13342.16,1419.78,2768.39,17530.33,12300.67,41.23,2
ORD007217,2024-02-27,Asia,Singapore,Smartwatch,Wearables,Retail,16,220,3520,1792.77,133.43,439.53,2365.73,1154.27,32.79,1
ORD007218,2024-10-25,Middle East,UAE,Monitor,Accessories,Retail,1,2004,2004,1048.07,107.41,237.61,1393.09,610.91,30.48,4
ORD007219,2024-09-20,Middle East,Saudi Arabia,Printer,Office,Wholesale,24,914,21936,10698.03,1661.89,1755.72,14115.64,7820.36,35.65,3
ORD007220,2024-06-09,North America,Canada,Printer,Office,Wholesale,5,2112,10560,5515.57,438.37,1003.44,6957.38,3602.62,34.12,2
ORD007221,2024-04-16,Asia,Singapore,Smartwatch,Wearables,Wholesale,7,1927,13489,5118.35,615.31,1616.78,7350.44,6138.56,45.51,2
ORD007222,2024-08-31,Africa,South Africa,Smartphone,Mobile,Retail,13,1368,17784,9552.5,791.48,2527.71,12871.69,4912.31,27.62,3
ORD007223,2024-05-03,South America,Brazil,Laptop,Computers,Retail,19,474,9006,4550.77,716.54,1173.43,6440.74,2565.26,28.48,2
ORD007224,2024-09-18,North America,USA,Monitor,Accessories,Retail,5,2064,10320,5492.74,571.73,1241.6,7306.07,3013.93,29.2,3
ORD007225,2024-04-30,Middle East,Qatar,Smartwatch,Wearables,Wholesale,1,1862,1862,898.79,59.13,175.72,1133.64,728.36,39.12,2
ORD007226,2024-09-09,North America,Mexico,Smartwatch,Wearables,Wholesale,16,2360,37760,19335.74,1941.74,3609.24,24886.72,12873.28,34.09,3
ORD007227,2024-09-08,South America,Brazil,Monitor,Accessories,Wholesale,3,105,315,131.1,23.88,39.09,194.07,120.93,38.39,3
ORD007228,2024-11-26,Asia,India,Headphones,Audio,Retail,10,1309,13090,6615.16,791.37,1951.18,9357.71,3732.29,28.51,4
ORD007229,2024-06-16,Europe,Italy,Desktop,Computers,Wholesale,19,1199,22781,10730.13,1149.46,1919.27,13798.86,8982.14,39.43,2
ORD007230,2024-06-18,South America,Brazil,Printer,Office,Retail,13,388,5044,1783.29,242.61,424.07,2449.97,2594.03,51.43,2
ORD007231,2024-11-02,Europe,Spain,Desktop,Computers,Wholesale,8,1885,15080,5728.26,1120.74,1693.27,8542.27,6537.73,43.35,4
ORD007232,2024-05-14,Europe,Netherlands,Smartwatch,Wearables,Wholesale,16,2445,39120,17145.64,2458.28,3334.72,22938.64,16181.36,41.36,2
ORD007233,2024-12-14,Africa,South Africa,Keyboard,Accessories,Wholesale,11,342,3762,1633.51,153.22,365.21,2151.94,1610.06,42.8,4
ORD007234,2024-11-24,Middle East,Qatar,Smartphone,Mobile,Retail,13,1971,25623,13922.44,820.62,2866.15,17609.21,8013.79,31.28,4
ORD007235,2024-02-23,Middle East,Qatar,Mouse,Accessories,Retail,25,2341,58525,28528.56,3834.53,8477.4,40840.49,17684.51,30.22,1
ORD007236,2024-06-29,South America,Brazil,Smartwatch,Wearables,Wholesale,6,872,5232,1885.6,271.84,672.6,2830.04,2401.96,45.91,2
ORD007237,2024-06-26,South America,Argentina,Desktop,Computers,Wholesale,11,2350,25850,10351.2,1736.19,2423.63,14511.02,11338.98,43.86,2
ORD007238,2024-01-04,Europe,Netherlands,Tablet,Mobile,Retail,6,169,1014,437.6,50.79,82.65,571.04,442.96,43.68,1
ORD007239,2024-11-29,South America,Argentina,Smartphone,Mobile,Retail,14,427,5978,2800.34,270.57,512.71,3583.62,2394.38,40.05,4
ORD007240,2024-01-15,Asia,Japan,Smartwatch,Wearables,Wholesale,7,2172,15204,7410.91,590.4,1548.39,9549.7,5654.3,37.19,1
ORD007241,2024-11-01,Africa,Kenya,Smartphone,Mobile,Retail,8,385,3080,1291.44,189.15,281.15,1761.74,1318.26,42.8,4
ORD007242,2024-08-08,North America,Mexico,Headphones,Audio,Retail,23,1889,43447,19227.39,2566.77,5438.43,27232.59,16214.41,37.32,3
ORD007243,2024-04-04,North America,Canada,Headphones,Audio,Retail,14,1038,14532,7931.82,821.94,1292.2,10045.96,4486.04,30.87,2
ORD007244,2024-01-09,North America,Mexico,Tablet,Mobile,Retail,11,646,7106,3091.98,227.66,884.39,4204.03,2901.97,40.84,1
ORD007245,2024-10-03,Africa,South Africa,Smartphone,Mobile,Retail,1,2046,2046,803.04,115.22,281.81,1200.07,845.93,41.35,4
ORD007246,2024-10-14,Africa,South Africa,Desktop,Computers,Retail,6,437,2622,989.13,160.67,346.75,1496.55,1125.45,42.92,4
ORD007247,2024-12-15,South America,Argentina,Smartphone,Mobile,Retail,2,397,794,282.94,55.68,78.68,417.3,376.7,47.44,4
ORD007248,2024-04-01,Europe,Italy,Laptop,Computers,Retail,19,2441,46379,16974.51,2800.76,6060.0,25835.27,20543.73,44.3,2
ORD007249,2024-02-29,North America,Mexico,Laptop,Computers,Wholesale,21,585,12285,4504.45,794.68,1702.66,7001.79,5283.21,43.01,1
ORD007250,2024-06-14,Europe,Italy,Desktop,Computers,Retail,6,1487,8922,3229.05,301.48,1323.51,4854.04,4067.96,45.59,2
ORD007251,2024-09-14,South America,Argentina,Laptop,Computers,Retail,13,1994,25922,13231.03,1030.55,2173.53,16435.11,9486.89,36.6,3
ORD007252,2024-09-05,Asia,India,Printer,Office,Retail,10,1065,10650,4777.27,795.29,932.12,6504.68,4145.32,38.92,3
ORD007253,2024-02-17,Europe,Italy,Keyboard,Accessories,Retail,10,580,5800,2326.75,378.24,667.69,3372.68,2427.32,41.85,1
ORD007254,2024-03-02,South America,Argentina,Mouse,Accessories,Retail,2,2398,4796,2013.69,198.4,709.1,2921.19,1874.81,39.09,1
ORD007255,2024-10-03,Africa,South Africa,Keyboard,Accessories,Retail,6,1995,11970,4993.13,495.46,1307.03,6795.62,5174.38,43.23,4
ORD007256,2024-04-04,North America,Canada,Smartwatch,Wearables,Retail,12,830,9960,5009.94,638.83,1453.08,7101.85,2858.15,28.7,2
ORD007257,2024-12-04,Africa,Egypt,Printer,Office,Wholesale,1,2444,2444,1271.18,182.53,289.73,1743.44,700.56,28.66,4
ORD007258,2024-07-01,Africa,Egypt,Tablet,Mobile,Wholesale,9,223,2007,1098.05,154.1,254.61,1506.76,500.24,24.92,3
ORD007259,2024-09-27,North America,Mexico,Headphones,Audio,Retail,4,2313,9252,3924.89,485.83,795.12,5205.84,4046.16,43.73,3
ORD007260,2024-01-12,South America,Argentina,Keyboard,Accessories,Wholesale,14,1855,25970,13812.89,2059.97,2917.26,18790.12,7179.88,27.65,1
ORD007261,2024-01-30,Africa,Egypt,Desktop,Computers,Retail,10,786,7860,3974.21,248.77,640.33,4863.31,2996.69,38.13,1
ORD007262,2024-04-15,Africa,Kenya,Keyboard,Accessories,Retail,18,1679,30222,13774.78,2205.25,2556.32,18536.35,11685.65,38.67,2
ORD007263,2024-11-14,South America,Brazil,Laptop,Computers,Wholesale,21,2379,49959,21323.83,1789.62,7088.7,30202.15,19756.85,39.55,4
ORD007264,2024-11-05,Europe,Germany,Headphones,Audio,Wholesale,8,1147,9176,4522.18,425.43,773.11,5720.72,3455.28,37.66,4
ORD007265,2024-08-12,North America,Mexico,Desktop,Computers,Wholesale,10,1332,13320,5293.31,793.02,1327.33,7413.66,5906.34,44.34,3
ORD007266,2024-11-04,Asia,Singapore,Mouse,Accessories,Retail,14,967,13538,6354.38,638.87,1637.53,8630.78,4907.22,36.25,4
ORD007267,2024-12-22,Middle East,UAE,Tablet,Mobile,Retail,7,1224,8568,4565.24,631.21,1072.19,6268.64,2299.36,26.84,4
ORD007268,2024-02-10,North America,Canada,Smartphone,Mobile,Retail,15,1968,29520,13112.72,1886.35,2545.54,17544.61,11975.39,40.57,1
ORD007269,2024-07-08,Middle East,Qatar,Smartwatch,Wearables,Wholesale,4,1686,6744,2391.86,229.6,588.81,3210.27,3533.73,52.4,3
ORD007270,2024-05-04,Africa,Kenya,Printer,Office,Wholesale,3,2295,6885,3059.07,415.05,773.08,4247.2,2637.8,38.31,2
ORD007271,2024-12-28,Middle East,Qatar,Smartwatch,Wearables,Retail,19,1069,20311,7346.22,667.74,2732.5,10746.46,9564.54,47.09,4
ORD007272,2024-08-29,Asia,China,Headphones,Audio,Wholesale,2,292,584,275.19,17.68,63.67,356.54,227.46,38.95,3
ORD007273,2024-04-05,Africa,Egypt,Laptop,Computers,Wholesale,14,1653,23142,11185.24,698.59,3282.9,15166.73,7975.27,34.46,2
ORD007274,2024-01-01,South America,Brazil,Smartphone,Mobile,Wholesale,24,1594,38256,19006.6,2795.85,4455.37,26257.82,11998.18,31.36,1
ORD007275,2024-11-01,South America,Brazil,Printer,Office,Wholesale,1,1890,1890,910.58,81.56,166.42,1158.56,731.44,38.7,4
ORD007276,2024-01-14,Asia,China,Desktop,Computers,Wholesale,22,506,11132,5000.09,889.87,1039.27,6929.23,4202.77,37.75,1
ORD007277,2024-09-12,Middle East,Qatar,Printer,Office,Retail,2,2407,4814,2499.3,223.52,460.72,3183.54,1630.46,33.87,3
ORD007278,2024-04-09,Europe,Germany,Smartwatch,Wearables,Retail,11,589,6479,3366.41,365.05,712.22,4443.68,2035.32,31.41,2
ORD007279,2024-08-17,Europe,Italy,Headphones,Audio,Wholesale,24,1380,33120,11895.13,2929.7,3225.6,18050.43,15069.57,45.5,3
ORD007280,2024-08-18,Africa,Egypt,Monitor,Accessories,Wholesale,4,1491,5964,3176.33,285.72,568.23,4030.28,1933.72,32.42,3
ORD007281,2024-08-30,Europe,Italy,Laptop,Computers,Retail,16,1131,18096,8341.32,1635.46,2094.52,12071.3,6024.7,33.29,3
ORD007282,2024-08-11,Middle East,UAE,Laptop,Computers,Retail,5,221,1105,418.68,87.28,157.92,663.88,441.12,39.92,3
ORD007283,2024-06-12,Asia,Singapore,Smartphone,Mobile,Retail,16,1823,29168,14206.28,1710.07,3787.7,19704.05,9463.95,32.45,2
ORD007284,2024-09-09,North America,Mexico,Printer,Office,Retail,24,2150,51600,22531.36,3095.4,7699.32,33326.08,18273.92,35.41,3
ORD007285,2024-03-13,North America,USA,Laptop,Computers,Wholesale,20,1989,39780,15869.76,1875.08,5377.74,23122.58,16657.42,41.87,1
ORD007286,2024-08-17,Africa,Kenya,Smartwatch,Wearables,Wholesale,19,686,13034,6781.86,820.4,1151.7,8753.96,4280.04,32.84,3
ORD007287,2024-06-26,Europe,Germany,Laptop,Computers,Retail,16,2179,34864,13582.74,2782.07,3594.4,19959.21,14904.79,42.75,2
ORD007288,2024-08-22,Europe,Netherlands,Laptop,Computers,Retail,23,1758,40434,17591.15,3159.9,6022.37,26773.42,13660.58,33.78,3
ORD007289,2024-07-03,Middle East,Qatar,Desktop,Computers,Retail,15,1627,24405,13313.69,1245.82,3062.95,17622.46,6782.54,27.79,3
ORD007290,2024-08-18,Europe,France,Keyboard,Accessories,Wholesale,23,306,7038,3718.96,730.97,693.9,5143.83,1894.17,26.91,3
ORD007291,2024-04-10,Middle East,UAE,Printer,Office,Retail,14,1169,16366,8838.72,1132.62,2405.17,12376.51,3989.49,24.38,2
ORD007292,2024-05-18,Africa,Egypt,Monitor,Accessories,Retail,9,331,2979,1151.73,166.45,308.15,1626.33,1352.67,45.41,2
ORD007293,2024-06-09,Middle East,Qatar,Desktop,Computers,Retail,17,1950,33150,14602.84,1804.21,4576.38,20983.43,12166.57,36.7,2
ORD007294,2024-07-12,Africa,Kenya,Tablet,Mobile,Wholesale,16,2463,39408,13800.68,1565.83,5195.49,20562.0,18846.0,47.82,3
ORD007295,2024-02-05,Middle East,Saudi Arabia,Headphones,Audio,Retail,6,329,1974,694.67,154.13,186.09,1034.89,939.11,47.57,1
ORD007296,2024-12-16,South America,Argentina,Monitor,Accessories,Retail,15,93,1395,517.7,51.07,150.04,718.81,676.19,48.47,4
ORD007297,2024-10-31,Middle East,UAE,Headphones,Audio,Wholesale,21,638,13398,5046.81,785.19,1489.24,7321.24,6076.76,45.36,4
ORD007298,2024-02-16,Middle East,Qatar,Tablet,Mobile,Wholesale,18,2105,37890,16855.41,2426.77,3146.92,22429.1,15460.9,40.8,1
ORD007299,2024-04-23,Europe,Germany,Smartwatch,Wearables,Wholesale,5,1149,5745,2428.5,195.14,509.18,3132.82,2612.18,45.47,2
ORD007300,2024-06-09,South America,Brazil,Headphones,Audio,Retail,25,1679,41975,17508.65,1637.76,4697.81,23844.22,18130.78,43.19,2
ORD007301,2024-12-20,Europe,Spain,Headphones,Audio,Wholesale,14,1813,25382,13156.46,1883.83,2665.46,17705.75,7676.25,30.24,4
ORD007302,2024-08-01,North America,Mexico,Monitor,Accessories,Retail,10,832,8320,3970.86,595.35,1002.97,5569.18,2750.82,33.06,3
ORD007303,2024-11-26,Europe,France,Printer,Office,Wholesale,19,1928,36632,14239.38,1647.34,3994.75,19881.47,16750.53,45.73,4
ORD007304,2024-02-07,Asia,India,Smartphone,Mobile,Wholesale,20,2342,46840,23221.04,2449.14,5845.41,31515.59,15324.41,32.72,1
ORD007305,2024-06-03,Europe,Italy,Keyboard,Accessories,Wholesale,24,637,15288,5721.4,648.24,2211.26,8580.9,6707.1,43.87,2
